Nome do item,Origem / mídia da sessão,Sessões,Itens vistos,Itens adicionados ao carrinho,Itens comprados,Receita do item
TOP ALFAIATARIA - CV250404 (Branco de Neve (off white) (11-0602), G),INSTAGRAM / LINKTREE,1,1,0,0,0
TOP ALFAIATARIA - CV250404 (Branco de Neve (off white) (11-0602), G),google / organic,1,0,0,0,0
TOP ALFAIATARIA - CV250404 (Turtle Green TC (17-0330), GG),facebook / cpc01_adv,1,0,1,0,0
TOP ALFAIATARIA - CV250404 (Turtle Green TC (17-0330), PP),google / cpc,1,0,0,0,0
TOP AMARRAÇÃO (CV261382) - CV261382.1,facebook / cpc01_adv aberto_best_sellers profundidade,1,0,0,0,0
TOP AMARRAÇÃO (CV261382) - CV261382.1,facebook / cpc01_adv+aberto_best_sellers+profundidade,1,0,0,0,0
TOP AMARRAÇÃO (CV261382) - CV261382.1,facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
TOP AMARRAÇÃO (CV261382) - CV261382.1 (AZUL (Amparo Blue TC) (18-3945), G),facebook / cpc01_adv aberto_best_sellers profundidade,1,1,0,0,0
TOP AMARRAÇÃO (CV261382) - CV261382.1 (AZUL (Amparo Blue TC) (18-3945), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,1,1,0,0,0
TOP AMARRAÇÃO (CV261382) - CV261382.1 (AZUL (Amparo Blue TC) (18-3945), G),l.wl.co / referral,1,0,0,0,0
TOP AMARRAÇÃO (CV261382) - CV261382.1 (AZUL (Amparo Blue TC) (18-3945), PP),facebook / cpc01_adv,1,0,0,0,0
TOP AMARRAÇÃO - CV250277,INSTAGRAM / LINKTREE,1,0,0,0,0
TOP AMARRAÇÃO - CV250277,google / cpc,1,0,0,0,0
TOP AMARRAÇÃO - CV250277 (CV25R003 NATURE INTENSE (CC0017-E), G),(data not available),1,0,0,0,0
TOP AMARRAÇÃO - CV250277 (CV25R003 NATURE INTENSE (CC0017-E), G),facebook / cpc01_adv+sugestões_top/estados_all,1,1,0,0,0
TOP AMARRAÇÃO - CV250277 (CV25R003 NATURE INTENSE (CC0017-E), G),facebook / cpc1_advantage+sugestões_all,1,0,0,0,0
TOP AMARRAÇÃO - CV250277 (CV25R003 NATURE INTENSE (CC0017-E), G),l.instagram.com / referral,1,0,0,0,0
TOP AMARRAÇÃO - CV250277 (CV25R003 NATURE INTENSE (CC0017-E), G),m.facebook.com / referral,1,0,0,0,0
TOP APLICAÇÃO FLOR - CAV261573,INSTAGRAM / LINKTREE,1,0,0,0,0
TOP APLICAÇÃO FLOR - CAV261573,edrone / email,1,0,0,0,0
TOP APLICAÇÃO FLOR - CAV261573,m.facebook.com / referral,1,0,0,0,0
TOP APLICAÇÃO FLOR - CAV261573 (BRANCO (off white) (11-0602), G),bing / organic,1,0,0,0,0
TOP APLICAÇÃO FLOR - CAV261573 (BRANCO (off white) (11-0602), G),facebook / cpc01_adv,1,0,0,0,0
TOP APLICAÇÃO FLOR - CAV261573 (BRANCO (off white) (11-0602), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,1,0,0,0,0
TOP APLICAÇÃO FLOR - CAV261573 (BRANCO (off white) (11-0602), G),facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
TOP APLICAÇÃO FLOR - CAV261573 (BRANCO (off white) (11-0602), G),m.facebook.com / referral,1,4,0,0,0
TOP APLICAÇÃO FLOR - CAV261573 (BRANCO (off white) (11-0602), P),google / cpc,1,0,1,0,0
TOP APLICAÇÃO FLOR - CAV261573 (BRANCO (off white) (11-0602), PP),google / cpc,1,0,1,0,0
TOP BICOLOR - CV261451.1,(data not available),1,0,0,0,0
TOP BICOLOR - CV261451.1,bing / organic,1,0,0,0,0
TOP BICOLOR - CV261451.1,facebook / cpc01_adv+sugestões_top/estados_all,1,0,0,0,0
TOP BICOLOR - CV261451.1 (AZUL (Naval Academy) (19-3932), G),edrone / email,1,0,1,0,0
TOP BICOLOR - CV261451.1 (BEGE (Taos Taupe TC) (15-1119), G),IGShopping / Social,1,1,0,0,0
TOP BICOLOR - CV261451.1 (BEGE (Taos Taupe TC) (15-1119), G),carlotacostab2c.lojavirtualnuvem.com.br / referral,1,0,0,0,0
TOP BICOLOR - CV261451.1 (BEGE (Taos Taupe TC) (15-1119), G),duckduckgo / organic,1,0,0,0,0
TOP BICOLOR - CV261451.1 (BEGE (Taos Taupe TC) (15-1119), G),instagram.com / referral,1,0,0,0,0
TOP BICOLOR - CV261451.1 (BEGE (Taos Taupe TC) (15-1119), G),l.wl.co / referral,1,0,0,0,0
TOP BICOLOR - CV261451.1 (BEGE (Taos Taupe TC) (15-1119), G),stats.tiendanube.com / referral,1,0,0,0,0
TOP BICOLOR - CV261451.1 (MARROM (Tortoise Shell TC) (19-1241), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,1,0,1,0,0
TOP BICOLOR - CV261451.1 (MARROM (Tortoise Shell TC) (19-1241), G),facebook / cpc03_interesses_top/estados_all,1,0,1,0,0
TOP BICOLOR - CV261451.1 (MARROM (Tortoise Shell TC) (19-1241), M),edrone / email,1,0,1,0,0
TOP BICOLOR - CV261451.1 (MARROM (Tortoise Shell TC) (19-1241), M),facebook / cpc01_adv+sugestões_top/estados_all,1,0,1,0,0
TOP BICOLOR - CV261451.1 (MARROM (Tortoise Shell TC) (19-1241), P),bing / organic,1,0,1,0,0
TOP BICOLOR - CV261451.1 (MARROM (Tortoise Shell TC) (19-1241), P),facebook / cpc01_adv,1,0,1,0,0
TOP BORBOLETA - CV250256 (Prism Pink TC (14-2311), G),edrone / email,1,0,0,0,0
TOP BORBOLETA - CV250256 (Prism Pink TC (14-2311), G),facebook / cpc03_interesses_top/estados_all,1,1,0,0,0
TOP BORBOLETA - CV250256 (Prism Pink TC (14-2311), G),google / organic,1,0,0,0,0
TOP BOTÕES - CI250786,INSTAGRAM / LINKTREE,1,0,0,0,0
TOP BOTÕES - CI250786,facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
TOP BOTÕES - CI250786 (ROSE (PEACH QUARTZ) (13-1125), G),(direct) / (none),1,0,0,0,0
TOP BOTÕES - CI250786 (ROSE (PEACH QUARTZ) (13-1125), G),(not set),1,1,0,0,0
TOP BOTÕES - CI250786 (ROSE (PEACH QUARTZ) (13-1125), G),google / organic,1,0,0,0,0
TOP BÁSICO ACETINADO - CI250866,edrone / email,1,0,0,0,0
TOP BÁSICO ACETINADO - CI250866,google / cpc,1,0,0,0,0
TOP BÁSICO ACETINADO - CI250866,google / organic,1,0,0,0,0
TOP BÁSICO ACETINADO - CI250866 (Raspberry Rose TC (18-2333), G),google / organic,1,1,0,0,0
TOP BÁSICO ACETINADO - CI250866 (Raspberry Rose TC (18-2333), P),facebook / cpc01_adv,1,0,0,0,0
TOP BÁSICO ACETINADO - CI250866 (Raspberry Rose TC (18-2333), P),google / organic,1,0,1,0,0
TOP COM ALFAIATARIA DE LINHO - CAV261806.1,INSTAGRAM / LINKTREE,1,0,0,0,0
TOP COM ALFAIATARIA DE LINHO - CAV261806.1 (BRANCO (off white) (11-0602), G),INSTAGRAM / LINKTREE,1,1,0,0,0
TOP COM ALFAIATARIA DE LINHO - CAV261806.1 (BRANCO (off white) (11-0602), G),google / cpc,1,0,0,0,0
TOP COM ALÇAS - CI250845,(direct) / (none),1,0,0,0,0
TOP COM ALÇAS - CI250845,facebook / cpc01_adv+aberto_best_sellers+profundidade,1,0,0,0,0
TOP COM ALÇAS - CI250845,facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
TOP COM ALÇAS - CI250845,google / organic,1,0,0,0,0
TOP COM ALÇAS - CI250845,m.facebook.com / referral,1,0,0,0,0
TOP COM ALÇAS - CI250845 (AZUL (Graystone TC) (19-3915), M),facebook / cpc01_adv,1,0,2,0,0
TOP COM ALÇAS - CI250845 (AZUL (Graystone TC) (19-3915), M),m.facebook.com / referral,1,0,1,0,0
TOP COM ALÇAS - CI250845 (AZUL (Graystone TC) (19-3915), P),google / cpc,1,0,1,0,0
TOP COM ALÇAS - CI250845 (AZUL (Graystone TC) (19-3915), PP),facebook / cpc01_adv,1,0,1,0,0
TOP COM ALÇAS - CI250845 (AZUL (Graystone TC) (19-3915), PP),google / cpc,1,0,1,0,0
TOP COM ALÇAS - CI250845 (VERMELHO (truscan Red TC) (18-1434), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,1,1,0,0,0
TOP COM ALÇAS - CI250845 (VERMELHO (truscan Red TC) (18-1434), G),facebook / cpc02_aberto_top/estados_all,1,1,0,0,0
TOP COM ALÇAS - CI250845 (VERMELHO (truscan Red TC) (18-1434), G),facebook / cpc03_interesses_top/estados_all,1,2,0,0,0
TOP COM ALÇAS - CI250845 (VERMELHO (truscan Red TC) (18-1434), G),google / organic,1,1,0,0,0
TOP COM ALÇAS - CI250845 (VERMELHO (truscan Red TC) (18-1434), G),m.facebook.com / referral,1,2,0,0,0
TOP COM ALÇAS - CV250420,edrone / email,1,0,0,0,0
TOP COM ALÇAS - CV250420,google / cpc,1,0,0,0,0
TOP COM ALÇAS - CV250420 (Branco de Neve (off white) (11-0602), G),edrone / email,1,1,0,0,0
TOP COM ALÇAS - CV250420 (Branco de Neve (off white) (11-0602), G),google / cpc,1,2,0,0,0
TOP COM ALÇAS - CV250420 (VERDE (Duffel Bag TC) (19-0415), M),google / cpc,1,0,1,0,0
TOP COM ALÇAS - CV250420 (VERDE (Duffel Bag TC) (19-0415), P),edrone / email,1,0,1,1,59.980002
TOP COM ALÇAS COM DETALHES DE BOLAS - CAV250650,INSTAGRAM / LINKTREE,1,0,0,0,0
TOP COM ALÇAS COM DETALHES DE BOLAS - CAV250650,facebook / cpc01_adv,1,0,0,0,0
TOP COM ALÇAS COM DETALHES DE BOLAS - CAV250650 (VERMELHO (Mandarin Red TC) (17-1562), G),INSTAGRAM / LINKTREE,1,1,0,0,0
TOP COM ALÇAS COM DETALHES DE BOLAS - CAV250650 (VERMELHO (Mandarin Red TC) (17-1562), G),facebook / cpc01_adv,1,2,0,0,0
TOP COM ALÇAS COM DETALHES DE BOLAS - CAV250650 (VERMELHO (Mandarin Red TC) (17-1562), G),google / cpc,1,0,0,0,0
TOP COM ALÇAS DE STRASS - CAV250096,bing / organic,1,0,0,0,0
TOP COM ALÇAS DE STRASS - CAV250096 (VERDE (Peridot TC (17-0336), G),(direct) / (none),1,0,0,0,0
TOP COM ALÇAS DE STRASS - CAV250096 (VERDE (Peridot TC (17-0336), G),bing / organic,1,1,0,0,0
TOP COM ALÇAS DE STRASS - CAV250096 (VERDE (Peridot TC (17-0336), G),facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
TOP COM ALÇAS DE STRASS - CAV250096 (VERDE (Peridot TC (17-0336), M),google / cpc,1,0,1,0,0
TOP COM APLIQUE FLOR - CV261358,(direct) / (none),1,0,0,0,0
TOP COM APLIQUE FLOR - CV261358,facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
TOP COM APLIQUE FLOR - CV261358,m.facebook.com / referral,1,0,0,0,0
TOP COM APLIQUE FLOR - CV261358 (Branco de Neve (off white) (11-0602), G),facebook / cpc01_adv aberto_best_sellers profundidade,1,1,0,0,0
TOP COM APLIQUE FLOR - CV261358 (Branco de Neve (off white) (11-0602), G),facebook / cpc03_interesses_top/estados_all,1,1,0,0,0
TOP COM APLIQUE FLOR - CV261358 (Branco de Neve (off white) (11-0602), G),google / organic,1,0,0,0,0
TOP COM APLIQUE FLOR - CV261358 (Branco de Neve (off white) (11-0602), G),m.facebook.com / referral,1,4,0,0,0
TOP COM APLIQUE FLOR - CV261358 (Preto (Raven TC) (19-0000), G),INSTAGRAM / LINKTREE,1,0,1,0,0
TOP COM APLIQUE FLOR - CV261358 (Preto (Raven TC) (19-0000), G),google / cpc,1,0,1,0,0
TOP COM BABADO OMBRO A OMBRO - CV250309,INSTAGRAM / LINKTREE,1,0,0,0,0
TOP COM BABADO OMBRO A OMBRO - CV250309 (Branco de Neve (off white) (11-0602), G),(direct) / (none),1,0,0,0,0
TOP COM BABADO OMBRO A OMBRO - CV250309 (Branco de Neve (off white) (11-0602), G),INSTAGRAM / LINKTREE,1,1,0,0,0
TOP COM BABADO OMBRO A OMBRO - CV250309 (VERMELHO FESTA (Fiesta TC) (17-1564), G),google / organic,1,0,1,0,0
TOP COM DETALHE BORDADO - CV250192,edrone / email,1,0,0,0,0
TOP COM DETALHE BORDADO - CV250192,facebook / cpc01_adv,1,0,0,0,0
TOP COM DETALHE BORDADO - CV250192,facebook / cpc01_adv+sugestões_top/estados_all,1,0,0,0,0
TOP COM DETALHE BORDADO - CV250192,facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
TOP COM DETALHE BORDADO - CV250192,m.facebook.com / referral,1,0,0,0,0
TOP COM DETALHE BORDADO - CV250192 (CV25R009 QUINTAL FLORIDO (CC0047-E), G),(data not available),1,0,0,0,0
TOP COM DETALHE BORDADO - CV250192 (CV25R009 QUINTAL FLORIDO (CC0047-E), G),(not set),1,0,0,0,0
TOP COM DETALHE BORDADO - CV250192 (CV25R009 QUINTAL FLORIDO (CC0047-E), G),br.search.yahoo.com / referral,1,0,0,0,0
TOP COM DETALHE BORDADO - CV250192 (CV25R009 QUINTAL FLORIDO (CC0047-E), G),facebook / cpc04_adv+sugestões_top/estados_OUTONO/INVERNO,1,0,0,0,0
TOP COM DETALHE BORDADO - CV250192 (CV25R009 QUINTAL FLORIDO (CC0047-E), G),ig / paid,1,0,0,0,0
TOP COM DETALHE BORDADO - CV250192 (CV25R009 QUINTAL FLORIDO (CC0047-E), G),l.facebook.com / referral,1,0,0,0,0
TOP COM DETALHE BORDADO - CV250192 (CV25R009 QUINTAL FLORIDO (CC0047-E), G),l.instagram.com / referral,1,0,0,0,0
TOP COM DETALHE ELÁSTICO - CAPS0029,facebook / cpc01_adv,1,0,0,0,0
TOP COM DETALHE ELÁSTICO - CAPS0029 (BRANCO (off white) (11-0602), G),facebook / cpc01_adv,1,1,0,0,0
TOP COM DETALHE EM CAMADAS - CAV261660.1 (BEGE (Tapioca TC) (12-1403), G),(direct) / (none),1,0,0,0,0
TOP COM DETALHE EM CAMADAS - CAV261660.1 (BEGE (Tapioca TC) (12-1403), G),bing / organic,1,0,0,0,0
TOP COM ESTAMPA APLICADA DE PEIXE - CAV250644,facebook / cpc01_adv,1,0,0,0,0
TOP COM ESTAMPA APLICADA DE PEIXE - CAV250644,facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
TOP COM ESTAMPA APLICADA DE PEIXE - CAV250644,google / cpc,1,0,0,0,0
TOP COM ESTAMPA APLICADA DE PEIXE - CAV250644 (BRANCO (off white) (11-0602), G),facebook / cpc01_adv,1,1,0,0,0
TOP COM ESTAMPA APLICADA DE PEIXE - CAV250644 (BRANCO (off white) (11-0602), G),facebook / cpc03_interesses_top/estados_all,1,1,0,0,0
TOP COM ESTAMPA APLICADA DE PEIXE - CAV250644 (BRANCO (off white) (11-0602), PP),google / cpc,1,0,1,0,0
TOP COM FENDA - CV261429.1,facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
TOP COM FENDA - CV261429.1,google / organic,1,0,0,0,0
TOP COM FENDA - CV261429.1,ig / social,1,0,0,0,0
TOP COM FENDA - CV261429.1 (Branco de Neve (off white) (11-0602), G),carlotacostab2c.lojavirtualnuvem.com.br / referral,1,1,0,0,0
TOP COM FENDA - CV261429.1 (Branco de Neve (off white) (11-0602), G),control.edrone.me / referral,1,2,0,0,0
TOP COM FENDA - CV261429.1 (Branco de Neve (off white) (11-0602), G),ig / social,1,1,0,0,0
TOP COM FENDA - CV261429.1 (Branco de Neve (off white) (11-0602), M),facebook / cpc01_adv,1,0,1,0,0
TOP COM FENDA - CV261429.1 (Branco de Neve (off white) (11-0602), M),facebook / cpc01_adv+aberto_best_sellers+profundidade,1,0,1,0,0
TOP COM FENDA - CV261429.1 (Branco de Neve (off white) (11-0602), P),edrone / email,1,0,1,0,0
TOP COM FENDA - CV261429.1 (Branco de Neve (off white) (11-0602), P),facebook / cpc01_adv,1,0,1,1,89.980001
TOP COM FENDA - CV261429.1 (Branco de Neve (off white) (11-0602), P),facebook / cpc01_adv+aberto_best_sellers+profundidade,1,0,1,0,0
TOP COM FENDA - CV261429.1 (Branco de Neve (off white) (11-0602), P),google / organic,1,0,0,0,0
TOP COM FENDA - CV261429.1 (Branco de Neve (off white) (11-0602), PP),facebook / cpc01_adv+aberto_best_sellers+profundidade,1,0,1,0,0
TOP COM FENDA - CV261429.1 (Preto (Raven TC) (19-0000), M),edrone / email,1,0,1,0,0
TOP COM GOLA MALHA - CAI251231,edrone / email,1,0,0,0,0
TOP COM GOLA MALHA - CAI251231,google / cpc,1,0,0,0,0
TOP COM GOLA MALHA - CAI251231 (BRANCO (off white) (11-0602), G),(data not available),1,0,0,0,0
TOP COM GOLA MALHA - CAI251231 (BRANCO (off white) (11-0602), G),facebook / cpc01_adv+sugestões_top/estados_all,1,0,0,0,0
TOP COM GOLA MALHA - CAI251231 (BRANCO (off white) (11-0602), G),facebook / cpc1_advantage+sugestões_all,1,0,0,0,0
TOP COM GOLA MALHA - CAI251231 (BRANCO (off white) (11-0602), G),l.instagram.com / referral,1,0,0,0,0
TOP COM GOLA MALHA - CAI251231 (BRANCO (off white) (11-0602), G),m.facebook.com / referral,1,0,0,0,0
TOP COM GOLA MALHA - CAI251231 (CINZA (Griffin TC) (17-5102), G),(direct) / (none),1,0,1,0,0
TOP COM LAÇO (CAI251179) - CAI251179.1,(direct) / (none),1,0,0,0,0
TOP COM LAÇO (CAI251179) - CAI251179.1,bing / organic,1,0,0,0,0
TOP COM LAÇO (CAI251179) - CAI251179.1,facebook / cpc01_adv,1,0,0,0,0
TOP COM LAÇO (CAI251179) - CAI251179.1 (PRETO (Raven TC) (19-0000), P),bing / organic,1,0,1,0,0
TOP COM LAÇO - CI250818,google / cpc,1,0,0,0,0
TOP COM LAÇO - CI250818 (BRANCO (off white) (11-0602), G),(direct) / (none),1,0,0,0,0
TOP COM LAÇO - CI250818 (BRANCO (off white) (11-0602), G),facebook / cpc01_adv aberto_best_sellers profundidade,1,1,0,0,0
TOP COM LAÇO - CI250818 (BRANCO (off white) (11-0602), G),facebook / cpc03_interesses_top/estados_all,1,1,0,0,0
TOP COM LAÇO - CI250818 (BRANCO (off white) (11-0602), G),google / organic,1,1,0,0,0
TOP COM LAÇO - CI250818 (BRANCO (off white) (11-0602), M),google / cpc,1,0,1,0,0
TOP COM LAÇO - CI250818 (BRANCO (off white) (11-0602), P),facebook / cpc01_adv,1,0,0,0,0
TOP COM LAÇO - CI250818 (BRANCO (off white) (11-0602), P),facebook / cpc03_interesses_top/estados_all,1,0,1,0,0
TOP COM LAÇO NAS COSTAS - CAV250550,bing / organic,1,0,0,0,0
TOP COM LAÇO NAS COSTAS - CAV250550 (BRANCO (off white) (11-0602), G),bing / organic,1,1,0,0,0
TOP COM LAÇO NAS COSTAS - CAV250550 (BRANCO (off white) (11-0602), G),edrone / email,1,0,0,0,0
TOP COM PONTEIRAS - CV250418 (LARANJA (Autumn Maple TC) (17-1145), G),edrone / email,1,1,0,0,0
TOP COM PONTEIRAS - CV250418 (LARANJA (Autumn Maple TC) (17-1145), M),google / cpc,1,0,1,0,0
TOP COM RECORTE - CAI251044,(direct) / (none),1,0,0,0,0
TOP COM RECORTE - CAI251044,INSTAGRAM / LINKTREE,1,0,0,0,0
TOP COM RECORTE - CAI251044 (AZUL (Copen Blue TC) (18-4025), PP),facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
TOP COM RECORTE - CAI251044 (MARROM (TCX Sinopia Fresco (17-1317), G),(direct) / (none),1,1,0,0,0
TOP COM RECORTE - CAI251044 (MARROM (TCX Sinopia Fresco (17-1317), G),INSTAGRAM / LINKTREE,1,1,0,0,0
TOP COM TRANSPASSE COSTAS - CAV261667,(direct) / (none),1,0,0,0,0
TOP COM TRANSPASSE COSTAS - CAV261667,google / cpc,1,0,0,0,0
TOP COM TRANSPASSE COSTAS - CAV261667 (MARROM (Bronze Brown TC) (18-0937), G),bing / organic,1,0,0,0,0
TOP COM TRANSPASSE COSTAS - CAV261667 (MARROM (Bronze Brown TC) (18-0937), G),edrone / email,1,0,0,0,0
TOP COM TRANSPASSE COSTAS - CAV261667 (MARROM (Bronze Brown TC) (18-0937), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,1,0,0,0,0
TOP COM TRANSPASSE COSTAS - CAV261667 (MARROM (Bronze Brown TC) (18-0937), G),facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
TOP CORSELET COM BOTÕES - CAV250495,bing / organic,1,0,0,0,0
TOP CORSELET COM BOTÕES - CAV250495,google / cpc,1,0,0,0,0
TOP CORSELET COM BOTÕES - CAV250495 (BRANCO (off white) (11-0602), G),(direct) / (none),1,1,0,0,0
TOP CORSELET COM BOTÕES - CAV250495 (BRANCO (off white) (11-0602), G),bing / organic,1,1,0,0,0
TOP CORSELET COM BOTÕES - CAV250495 (BRANCO (off white) (11-0602), G),edrone / email,1,2,0,0,0
TOP CORSELET COM BOTÕES - CAV250495 (BRANCO (off white) (11-0602), G),google / cpc,1,1,0,0,0
TOP CORSELET TERMOCOLADO - CV250355,(direct) / (none),1,0,0,0,0
TOP CORSELET TERMOCOLADO - CV250355,INSTAGRAM / LINKTREE,1,0,0,0,0
TOP CORSELET TERMOCOLADO - CV250355,bing / organic,1,0,0,0,0
TOP CORSELET TERMOCOLADO - CV250355,facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
TOP CORSELET TERMOCOLADO - CV250355 (Branco de Neve (off white) (11-0602), G),INSTAGRAM / LINKTREE,1,1,0,0,0
TOP CORSELET TERMOCOLADO - CV250355 (Branco de Neve (off white) (11-0602), G),bing / organic,1,1,0,0,0
TOP CORSELET TERMOCOLADO - CV250355 (Branco de Neve (off white) (11-0602), G),facebook / cpc03_interesses_top/estados_all,1,1,0,0,0
TOP CORSELET TERMOCOLADO - CV250355 (VERDE (Bronze Green TC) (18-0317), M),facebook / cpc03_interesses_top/estados_all,1,0,1,0,0
TOP CORSET - CI250870,bing / organic,1,0,0,0,0
TOP CORSET - CI250870,facebook / cpc01_adv,1,0,0,0,0
TOP CORSET - CI250870,facebook / cpc02_aberto_top/estados_all,1,0,0,0,0
TOP CORSET - CI250870 (BEGE (Tan TC) (16-1334), GG),facebook / cpc02_aberto_top/estados_all,1,0,1,0,0
TOP CORSET - CI250870 (BEGE (Tan TC) (16-1334), PP),(direct) / (none),1,0,1,0,0
TOP CORSET - CI250870 (BRANCO (off white) (11-0602), GG),edrone / email,1,0,1,0,0
TOP CORSET - CI250870 (BRANCO (off white) (11-0602), GG),facebook / cpc02_aberto_top/estados_all,1,0,1,0,0
TOP CORSET - CI250889,facebook / cpc01_adv,1,0,0,0,0
TOP CORSET - CI250889,facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
TOP CORSET - CI250889 (VERMELHO (Fiesta TC) (17-1564), G),edrone / email,1,0,0,0,0
TOP CORSET - CI250889 (VERMELHO (Fiesta TC) (17-1564), G),facebook / cpc03_interesses_top/estados_all,1,1,0,0,0
TOP CORSET - CI250889 (VERMELHO (Fiesta TC) (17-1564), G),google / organic,1,0,0,0,0
TOP CROPPED - CAV261578 (BEGE(Sandshell TC) (13-0907), G),bing / organic,1,0,0,0,0
TOP CROPPED - CAV261578 (BEGE(Sandshell TC) (13-0907), G),edrone / email,1,0,0,0,0
TOP CROPPED - CAV261639.1 (BEGE(Sandshell TC) (13-0907), G),177.72.24.74:1095 / referral,1,0,0,0,0
TOP CROPPED - CAV261639.1 (BEGE(Sandshell TC) (13-0907), G),bing / organic,1,0,0,0,0
TOP CROPPED - CAV261639.1 (BEGE(Sandshell TC) (13-0907), G),control.edrone.me / referral,1,0,0,0,0
TOP CROPPED - CAV261639.1 (BEGE(Sandshell TC) (13-0907), G),facebook / cpc01_adv,1,0,0,0,0
TOP CROPPED DE ALFAIATARIA - CAV250527,INSTAGRAM / LINKTREE,1,0,0,0,0
TOP CROPPED DE ALFAIATARIA - CAV250527,bing / organic,1,0,0,0,0
TOP CROPPED DE ALFAIATARIA - CAV250527 (NUDE (HAZELNUT) (14-1315), G),(direct) / (none),1,0,0,0,0
TOP CROPPED DE ALFAIATARIA - CAV250527 (NUDE (HAZELNUT) (14-1315), G),INSTAGRAM / LINKTREE,1,1,0,0,0
TOP CROPPED DE ALFAIATARIA - CAV250527 (NUDE (HAZELNUT) (14-1315), G),edrone / email,1,4,0,0,0
TOP CROPPED DE ALFAIATARIA - CAV250527 (NUDE (HAZELNUT) (14-1315), G),facebook / cpc01_adv,1,0,0,0,0
TOP CROPPED DE ALFAIATARIA - CAV250527 (NUDE (HAZELNUT) (14-1315), G),google / organic,1,0,0,0,0
TOP DE ALÇA LISO - CV261422.1,(direct) / (none),1,0,0,0,0
TOP DE ALÇA LISO - CV261422.1,bing / organic,1,0,0,0,0
TOP DE ALÇA LISO - CV261422.1,facebook / cpc01_adv,1,0,0,0,0
TOP DE ALÇA LISO - CV261422.1,facebook / cpc01_adv+aberto_best_sellers+profundidade,1,0,0,0,0
TOP DE ALÇA LISO - CV261422.1 (Bege concha de areia(Sandshell TC) (13-0907), G),(not set),1,1,0,0,0
TOP DE ALÇA LISO - CV261422.1 (Bege concha de areia(Sandshell TC) (13-0907), G),br.search.yahoo.com / referral,1,0,0,0,0
TOP DE ALÇA LISO - CV261422.1 (Bege concha de areia(Sandshell TC) (13-0907), G),duckduckgo / organic,1,0,0,0,0
TOP DE ALÇA LISO - CV261422.1 (Bege concha de areia(Sandshell TC) (13-0907), G),facebook / cpc01_adv aberto_best_sellers profundidade,1,0,0,0,0
TOP DE ALÇA LISO - CV261422.1 (Bege concha de areia(Sandshell TC) (13-0907), G),facebook / cpc02_aberto_top/estados_all,1,0,0,0,0
TOP DE ALÇA LISO - CV261422.1 (VERDE (First Tee TCX) (18-6031), G),bing / organic,1,0,1,0,0
TOP DE ALÇA LISO - CV261422.1 (VERDE (First Tee TCX) (18-6031), PP),(direct) / (none),1,0,1,0,0
TOP DE ALÇA LISO - CV261422.1 (VERDE (First Tee TCX) (18-6031), PP),bing / organic,1,0,1,0,0
TOP DE ALÇA LISO - CV261422.1 (VERDE (First Tee TCX) (18-6031), PP),google / cpc,1,0,1,0,0
TOP DE LAÇO - CAI251246,facebook / cpc01_adv,1,0,0,0,0
TOP DE LAÇO - CAI251246,facebook / cpc03_interesses_top/estados_all,1,0,0,0,0
TOP DE LAÇO - CAI251246 (BRANCO (Bright White TC) (11-0601), G),facebook / cpc01_adv,1,1,0,0,0
TOP DE LAÇO - CAI251246 (BRANCO (Bright White TC) (11-0601), G),google / organic,1,0,0,0,0
TOP DE LAÇO - CAI251246 (BRANCO (Bright White TC) (11-0601), M),facebook / cpc03_interesses_top/estados_all,1,0,1,0,0
TOP DE LAÇO - CAI251246 (BRANCO (Bright White TC) (11-0601), M),google / cpc,1,0,1,0,0
TOP DE STRASS - CAV250729,(direct) / (none),1,0,0,0,0
TOP DE STRASS - CAV250729,INSTAGRAM / LINKTREE,1,0,0,0,0
TOP DE STRASS - CAV250729,google / cpc,1,0,0,0,0
TOP DE STRASS - CAV250729,googleads.g.doubleclick.net / referral,1,0,0,0,0
TOP DE STRASS - CAV250729,m.facebook.com / referral,1,0,0,0,0
TOP DE STRASS - CAV250729 (AZUL (Faded Denim TC) (17-4021), 34),(data not available),1,0,0,0,0
TOP DE STRASS - CAV250729 (AZUL (Faded Denim TC) (17-4021), 34),IGShopping / Social,1,0,0,0,0
TOP DE STRASS - CAV250729 (AZUL (Faded Denim TC) (17-4021), 34),br.search.yahoo.com / referral,1,0,0,0,0
